id,nama,email,no_hp,tanggal_daftar,status
675,Kurnia Fauzi,kurnia.fauzi536@gmail.com,0853997718,2018-07-29,baned
676,Yuni Saputra,yuni_saputra@yahoo.com,6285274909617,08-03-20,inaactive
677,Opik Permana,bellafirmansyah@hotmail.com,628562587844,18-12-20,active
678,Dinda Suryadi,dinda_suryadi@yahoo.com,085877221641,2022-12-21,banned
679,Erfan Kartini,erfan.kartini219@yahoo.com,+6285871493925,03/10/2019,BANNED
680,Karim Soeharto,karim.soeharto334@hotmail.com,6287843474524,28-09-21,active
681,Arif Batubara,arif_batubara6@gmail.com,+6285927403344,10/03/2022,active
682,Oky Soeharto,oky.soeharto@yahoo.com,628811132579,09/04/2023,Inactive
683,Jihan Iskandar,jihan.iskandar287@gmail.com,081254857417,05-07-19,active
684,Bella Sudirman,bella.sudirman604@yahoo.com,0887735984,30-03-24,active
685,Andi Kusuma,andi-kusuma981@icloud.com,+62852573755,26-03-20,aktive
686,Vera Wahyudi,vera.wahyudi123@gmail.com,+62882808509,26/11/2022,inactive
687,Bella Soeharto,bella-soeharto@hotmail.com,0889818281,2024-06-08,banned
688,Kurnia PeRmana,kurniapermana412@gmail.com,62877035624,01-07-20,banned
689,Bella Tarigan,bella-tarigan@gmail.com,08522108902,2024-01-22,active
690,Bella Soebagyo,bella.soebagyo207@gmail.com,+62856350271,17/03/2022,inactive
691,lukman sirait,lukman.sirait211@yahoo.com,0813898123,2019-05-08,actve
692,Nando Lubis,nando.lubis@yahoo.com,+628828170066,28/06/2022,active
693,Galih Siregar,galih-siregar@hotmail.com,628770450232,01/05/2024,active
694,CHANDRA HIDAYAT,chandrahidayat@hotmail.com,628579626228,13-09-19,inaactive
695,Indah Panjaitan,indah.panjaitan31@gmail.com,+6287754950050,12/04/2023,actve
696,hadi manurung,hadi.manurung@gmail.com,+62853611776,2024-01-08,active
697,Nando Soekarno,nando_soekarno922@gmail.com,+628879177932,17-06-20,active
698,Hadi Gunawan,hadi_gunawan@gmail.com,0856457988,2024-06-22,inaktif
699,Fajar Harahap,fajarharahap766@hotmail.com,0852020326,14/08/2021,inactive
700,Wulan Simbolon,wulan_simbolon@yahoo.com,6285671485524,2021-10-28,BANNED
701,Gilang Hasibuan,gilang-hasibuan782@gmail.com,+6287808213711,04-03-24,active
702,Fajar Soebagyo,fajarsoebagyo@gmail.com,62852303589,14-09-19,inactive
703,Dian Rahayu,dian.rahayu@gmail.com,082129328963,14/02/2021,inactive
704,Xena Sirait,xena_sirait480@gmail.com,62857148439,29/08/2024,active
705,MURTI KUSUMA,murti.kusuma@hotmail.com,+6287733513426,21-05-19,actve
706,Kevin Kurniawan,kevin-kurniawan779@gmail.com,6282148197374,27-05-19,Banned
707,Opik Hasibuan,opik-hasibuan897@gmail.com,+62856769274,09-07-20,active
708,Sri Fauzi,sri-fauzi248@hotmail.com,+62878144485,15-09-22,active
709,fani pratama,fani_pratama249@gmail.com,6287841789969,27-10-23,active
710,Ani BRaHmana,anibrahmana356@yahoo.com,62885660392,09-04-18,active
711,Doni Mulyadi,doni_mulyadi870@gmail.com,628593470574,20/10/2019,inactive
712,Gilang Setiadi,gilang-setiadi@yahoo.com,08589835411,2022-07-22,banned
713,Zulfa Angin,zulfa-angin877@gmail.com,+628812250139,25-06-21,banned
714,Hesti Mulyadi,hesti_mulyadi@gmail.com,081396425856,2019-06-29,active
715,Xena Perangin,xena.perangin@gmail.com,6282240733337,03/06/2020,active
716,Xena Hartono,xena_hartono859@gmail.com,6288736289696,07-12-20,baned
717,Galih Soekarno,galih-soekarno@gmail.com,62859253892,31-01-19,aktive
718,Vino Tarigan,vino.tarigan738@hotmail.com,62887749079,2022-11-29,banned
719,Prita Setiawan,prita_setiawan@gmail.com,+62822514940,2024-09-14,inactive
720,Lestari Tambunan,lestari-tambunan@yahoo.com,62878895090,07-01-22,active
721,yuni perangin,yuni.perangin@gmail.com,62851071511,11-07-22,banned
722,Jihan Soekarno,jihan.soekarno868@gmail.com,08572647124,03/07/2022,active
723,Edy Setiadi,edysetiadi537@gmail.com,6281205120800,2021-08-31,active
724,Dewi Soekarno,dewisoekarno@gmail.com,62882835129,13-03-22,active
725,Rahmad Ramadhan,rahmad.ramadhan834@gmail.com,6281214415298,17/11/2019,inactive
726,Kurnia Brahmana,kurnia-brahmana961@hotmail.com,628771815352,2020-09-07,active
727,Laila Susanto,laila_susanto@yahoo.com,085899886834,05/08/2021,inactive
728,Sari Mulyadi,sari_mulyadi@yahoo.com,0882587964,2023-08-01,BANNED
729,Rina Sinaga,rinasinaga@hotmail.com,+6281200463580,12-11-22,inactive
730,Dian Budiman,dianbudiman@gmail.com,+62851513739,15/11/2024,active
731,Imam Handoko,imam-handoko@hotmail.com,+628513560229,05-10-20,banned
732,Vera Sitorus,vera-sitorus210@gmail.com,628116643749,12-02-18,banned
733,Karim Susanto,karim.susanto@gmail.com,0882285246,12-03-21,active
734,Qori Budiman,qoribudiman@gmail.com,62882280771,02/04/2019,active
735,JiHan Purnomo,jihanpurnomo@gmail.com,+62856573066,2019-09-20,inactive
736,Agus Gunawan,agus_gunawan26@gmail.com,08858228501,2018-09-24,inactive
737,Erfan Wijaya,erfan-wijaya@gmail.com,0853609069,06/05/2019,inaktif
738,Rudi Sembiring,mamantambunan837@yahoo.com,628779673794,14-11-21,inactive
739,Wulan Hidayat,wulan.hidayat148@hotmail.com,628514250642,2018-06-24,inactive
740,Fira Budiman,fira-budiman214@gmail.com,+6288177675556,30-06-19,inactive
741,Lukman Hartono,lukman.hartono971@yahoo.com,628784362718,2023-01-27,Inactive
742,pipit manurung,pipit.manurung676@yahoo.com,+628510369249,01-10-19,inactive
743,Jasmine Soeharto,jasmine-soeharto@hotmail.com,08829980111,29/03/2018,active
744,Candra BudimaN,candra.budiman@gmail.com,+6282196288743,10-04-19,active
745,Rahmad Suharto,rahmad_suharto485@yahoo.com,081157992707,2024-05-10,active
746,bambang panjaitan,bambang-panjaitan694@gmail.com,085254159709,2024-08-14,active
747,Galih Budiman,galihbudiman502@gmail.com,085344765047,2018-11-25,inactive
748,Rudi Kusuma,rudikusuma@gmail.com,+628526604655,2023-10-01,inactive
749,Dinda Kusuma,dinda.kusuma501@gmail.com,088115810213,01/11/2018,active
750,Agus Hidayat,agushidayat@gmail.com,6281159129751,14/11/2024,active
751,Lestari Saputra,lestari.saputra@gmail.com,+62853016583,04/05/2023,aktive
752,Zulfa Brahmana,zulfabrahmana@yahoo.com,0813342893,23-05-19,inaktif
753,Yuni Saputra,yuni.saputra167@hotmail.com,6285768436453,14/12/2023,banned
754,Oscar Mulyadi,oscarmulyadi506@hotmail.com,0878701595,16-10-24,active
755,Ilham Wahyudi,ilham-wahyudi761@gmail.com,+628575833920,2021-12-16,inactive
756,Ulfa Harahap,ulfa_harahap475@yahoo.com,082266025626,06/02/2022,inactive
757,Joko Hidayat,jokohidayat17@yahoo.com,08563076248,11/02/2021,active
758,Yunus Brahmana,yunus.brahmana@gmail.com,08137942387,2020-06-05,inactive
759,Siti Siregar,siti-siregar701@yahoo.com,082245525971,2018-03-14,active
760,Nisa Hartono,nisa.hartono932@hotmail.com,+6285659532593,25-08-24,active
761,Rosi Nainggolan,rosi-nainggolan@gmail.com,0858877941,2023-01-16,Inactive
762,Kurnia Soeharto,kurnia-soeharto@yahoo.com,085305597824,2021-08-03,active
763,Nando Tarigan,nando.tarigan@gmail.com,6281238843660,2021-05-06,active
764,hadi mulyadi,hadi_mulyadi81@yahoo.com,088168297514,2023-02-11,active
765,Nando Hasibuan,nando-hasibuan@gmail.com,085875256806,2021-08-19,active
766,Bella Perangin,nanda-ramadhan@yahoo.com,+6288908027112,13/09/2019,inactive
767,Irwan Ramadhan,irwan-ramadhan@gmail.com,+628136808662,24/02/2024,active
768,SeLVi NUgROHO,selvi.nugroho513@gmail.com,+62877847068,06/10/2018,active
769,Linda Susanto,lindasusanto@yahoo.com,+62885632809,2021-02-26,inactive
770,Hana Purba,hana-purba@gmail.com,+62877470798,20/07/2022,active
771,Eko Susanto,eko.susanto205@hotmail.com,6285245703943,25/09/2023,active
772,Siti Handoko,siti.handoko512@hotmail.com,+628819277894,14/10/2020,banned
773,Maya Santoso,mayasantoso970@gmail.com,+628819210533,30-09-22,active
774,Yuni Suryadi,irwanhartono419@hotmail.com,0857473107,17/12/2019,active
775,Sri Fauzi,sri-fauzi@hotmail.com,62882231660,2018-06-02,inactive
776,Ulfa Manurung,hadi.hartono@gmail.com,628134734043,19-08-20,inactive
777,budi setiadi,budi_setiadi573@gmail.com,628125195778,2019-11-03,banned
778,Hana Fauzi,hana-fauzi@yahoo.com,+628595427865,04/11/2022,banned
779,Oscar Kusuma,oscar_kusuma@gmail.com,+6288529582923,12/06/2022,inactive
780,Eko Purba,ekopurba@hotmail.com,08581558686,16-06-20,active
781,Murti Iskandar,murti_iskandar@hotmail.com,0885721436,25/05/2021,inactive
782,Doni Kartini,hadinainggolan@gmail.com,0852114716,04-01-22,inactive
783,Siti Iskandar,siti-iskandar214@gmail.com,628899907075,10/12/2021,active
784,Vino Soebagyo,vinosoebagyo433@hotmail.com,+628110717481,06/12/2018,INACTIVE
785,Doni Hasibuan,doni_hasibuan36@gmail.com,62881961029,26-04-18,inactive
786,Agus Purba,agus_purba@gmail.com,6282187274204,2024-09-28,inactive
787,Eko Kurniawan,eko.kurniawan494@gmail.com,087726042359,14/07/2023,Active
788,Rahmad Soekarno,rahmadsoekarno@gmail.com,62889775608,17-02-22,inactive
789,Maya Manurung,maya_manurung@gmail.com,+628596832102,20-12-18,active
790,Sari Batubara,sari-batubara@hotmail.com,08891803324,30-06-19,banned
791,Karim Santoso,karimsantoso116@yahoo.com,628112537337,2023-05-14,active
792,Doni Purnomo,donipurnomo@yahoo.com,08138192365,2020-07-12,inactive
793,Rina Permana,rina_permana@hotmail.com,628597932798,24-07-22,ACTIVE
794,Irwan Hartono,irwanhartono@gmail.com,0887205464,18-03-23,inaactive
795,Dinda Siregar,dinda-siregar876@yahoo.com,+6287798999275,08-01-19,inactive
796,Dinda Tarigan,dinda-tarigan645@gmail.com,+62885553935,08/06/2021,active
797,Chandra Kurniawan,chandra_kurniawan@icloud.com,6282243588537,10-07-24,active
798,Fitri Fauzi,fitri.fauzi211@gmail.com,628823674978,30/10/2021,active
799,Nando Setiawan,nando_setiawan@gmail.com,+628828948963,24/12/2020,inactive
800,YunUS BrAHMaNA,yunus_brahmana@hotmail.com,62812159446,12/09/2020,active
801,Pipit Brahmana,pipit-brahmana@gmail.com,088753263890,19/10/2019,inactive
802,Opik Suryadi,opik.suryadi866@gmail.com,088122341034,18-11-22,banned
803,Jihan Batubara,jihanbatubara419@yahoo.com,087760843768,2021-11-03,active
804,Zulfa Purba,zulfa.purba@hotmail.com,0877633556,27/01/2021,Active
805,Xena Gunawan,xenagunawan@hotmail.com,628130695560,2023-07-04,INACTIVE
806,SELvi SItorus,selvi-sitorus@gmail.com,62851980418,2020-11-11,active
807,Xena Hidayat,xena.hidayat235@gmail.com,0885319092,26-03-21,inactive
808,Oky Nugroho,oky.nugroho@gmail.com,0856817852,18-09-19,active
809,rosi soeharto,rosi-soeharto@yahoo.com,628122207223,2024-10-30,inactive
810,Winda Hasibuan,windahasibuan@gmail.com,62812620478,30-06-23,ACTIVE
811,Karim Ginting,karim_ginting986@yahoo.com,628778628720,27/04/2020,banned
812,Hana Pramono,hana_pramono392@gmail.com,+628117303627,15-08-24,active
813,Yogi Tambunan,nando-setiadi766@gmail.com,+628566775372,31/08/2022,active
814,Hadi Angin,hadiangin359@gmail.com,62878945887,2018-06-15,active
815,Fani Nasution,fani.nasution@gmail.com,628870083850,2023-01-11,active
816,Opik Hasibuan,opik-hasibuan@yahoo.com,+6287808981265,07-12-22,INACTIVE
817,PANJI HIDAYAT,panjihidayat632@gmail.com,+62853040236,20/05/2024,inactive
818,Nurul Sitorus,nurul.sitorus@gmail.com,085671372711,2023-02-26,banned
819,Hana Budiman,hana-budiman647@yahoo.com,088949330674,06-09-21,active
820,Zulfa Fauzi,nandapanjaitan626@gmail.com,+62856283337,20/09/2019,banned
821,Fira Purba,fira_purba581@gmail.com,0853971506,2022-07-21,active
822,Nisa Simbolon,nisa-simbolon122@gmail.com,+628829366343,05/11/2024,active
823,Irwan Brahmana,irwanbrahmana@gmail.com,62811867120,2018-01-09,active
824,Rudi Kusuma,rudi-kusuma@gmail.com,08571091090,27/02/2020,inactive
825,Yunus Suharto,yunussuharto852@gmail.com,088142817934,2018-05-12,active
826,Irwan Iskandar,irwan-iskandar301@gmail.com,085753372201,29-08-18,active
827,Hadi Suharto,hadisuharto290@hotmail.com,+62889766189,24-05-21,active
828,vino setiadi,vino.setiadi@gmail.com,08562776572,01-09-21,aktive
829,Oky Firmansyah,oky.firmansyah@gmail.com,+628135202389,2023-07-22,active
830,indah manurung,opikperangin@gmail.com,6285855017833,2019-08-29,banned
831,Adit Suryadi,adit.suryadi@yahoo.com,6288948704506,10-08-24,baned
832,Agus Simbolon,agus_simbolon@gmail.com,628534403946,22/12/2020,inactive
833,Putri Susanto,putri.susanto@yahoo.com,08138860849,2018-07-29,inactive
834,Tari Tarigan,taritarigan@gmail.com,62858830615,2020-10-02,active
835,Doni Kusuma,doni.kusuma674@hotmail.com,+62878632514,21-06-21,banned
836,gilang angin,gilangangin@gmail.com,0856175188,21-03-23,active
837,Wulan Firmansyah,wulan-firmansyah@gmail.com,0877840911,27/10/2019,active
838,Irwan Sinaga,irwan_sinaga947@gmail.com,+628771863239,04-06-23,Banned
839,Agus Rizky,agus_rizky571@gmail.com,+62859007309,26/12/2021,banned
840,Hana Setiadi,hanasetiadi993@yahoo.com,0822988192,2023-04-24,inactive
841,Gilang Fauzi,gilangfauzi806@gmail.com,+628874010424,04/04/2022,active
842,Dinda Budiman,dinda-budiman77@gmail.com,628570045212,21-11-23,banned
843,Doni PanJAitan,doni-panjaitan929@gmail.com,+628126154021,22-01-19,active
844,maya simbolon,maya_simbolon@gmail.com,088931522910,11/04/2023,Aktif
845,Fajar Nugroho,fajar.nugroho@hotmail.com,6285637830639,11/05/2022,inactive
846,XENA LUBIS,xena_lubis933@gmail.com,082164970169,23-02-20,active
847,Fajar Sembiring,fajarsembiring@gmail.com,62812301623,06/02/2021,inactive
848,Budi Setiadi,budisetiadi@gmail.com,0881215566,27-10-23,active
849,Rahmad Firmansyah,rahmad.firmansyah399@gmail.com,628537460406,14/03/2023,active
850,Rina Rizky,rina_rizky114@gmail.com,+62856607819,2023-02-05,active
851,Maman Batubara,maman_batubara987@gmail.com,0882720376,15-06-20,inactive
852,Hadi Wibowo,hadi-wibowo@gmail.com,628856019134,29/10/2020,ACTIVE
853,Hesti Budiman,hesti.budiman643@yahoo.com,0822586950,25/05/2023,active
854,Maya Fauzi,maya-fauzi713@yahoo.com,087799951679,14/03/2020,active
855,Ani Budiman,ani.budiman546@yahoo.com,087801192360,2020-04-19,inactive
856,ErfaN RIZKy,erfan-rizky659@gmail.com,0858911498,14/09/2020,inactive
857,Winda Tarigan,windatarigan949@gmail.com,+62858189394,2018-01-01,banned
858,Edy Lubis,edy.lubis@hotmail.com,6281143223023,06/05/2020,active
859,xena hasibuan,xena.hasibuan@hotmail.com,628524621276,01/02/2018,active
860,Rudi Tarigan,rudi_tarigan@ymail.com,0852261632,26-12-20,inactive
861,Hesti Kurniawan,hesti-kurniawan908@gmail.com,6288793762974,2021-07-17,banned
862,Tari Fauzi,tari.fauzi416@gmail.com,62881912038,09-04-19,inactive
863,Karim Setiadi,karim.setiadi@yahoo.com,0822089813,17-01-24,active
864,Dinda Sinaga,dinda-sinaga@gmail.com,08783231829,17/12/2022,inactive
865,Fira Pratama,fira.pratama698@gmail.com,0812000152,27/07/2024,active
866,Kurnia Simbolon,kurnia-simbolon@hotmail.com,08596184442,15-12-18,active
867,Mira Firmansyah,mira_firmansyah@gmail.com,085790567086,30/03/2023,active
868,mira rahayu,mira.rahayu387@hotmail.com,+628138482669,19/05/2019,inactive
869,Nurul Soekarno,nurul-soekarno@gmail.com,+6285160807063,2020-09-11,banned
870,Opik Ginting,opikginting@gmail.com,08120164818,08-12-23,active
871,Vera Angin,vera.angin561@yahoo.com,0885638164,19/09/2020,banned
872,Agus Hidayat,agus-hidayat@yahoo.com,628574203625,2023-12-05,active
873,Maya Siregar,maya_siregar@gmail.com,+62877554026,27-07-20,banned
874,Hana Nasution,hana.nasution@hotmail.com,08824644898,01/09/2023,BANNED
875,MAman FaUzi,maman-fauzi39@hotmail.com,628123333538,21-11-20,active
876,Fitri Tambunan,fitritambunan@hotmail.com,6288171809339,10-01-19,banned
877,Sari Nainggolan,sari-nainggolan@gmail.com,0813987561,07-03-23,inactive
878,Gilang Fauzi,gilangfauzi@gmail.com,081115618298,23/02/2018,banned
879,Imam Nasution,imam-nasution747@yahoo.com,0878936595,03/07/2019,active
880,ZAhrA BRahmana,zahra.brahmana@yahoo.com,62885137455,10/09/2022,active
881,Oscar Susanto,oscar-susanto134@rocketmail.com,085905376660,29-10-23,active
882,EKO RIZKY,ekorizky@gmail.com,0885566910,02/05/2022,banned
883,Tono Setiawan,tonosetiawan@icloud.com,08565068826,01/06/2024,inactive
884,Yunus Sitorus,yunus.sitorus@yahoo.com,+6285701348087,2020-03-05,active
885,Nanda Simbolon,nanda.simbolon@gmail.com,085910157090,2023-09-10,inactive
886,kevin ramadhan,kevin.ramadhan@hotmail.com,+6285626999699,20-03-22,active
887,Gilang Setiadi,gilang_setiadi92@gmail.com,6285969325914,29-03-18,active
888,Ilham Perangin,ilham.perangin@gmail.com,08532669806,23-12-24,active
889,Hesti Simbolon,hesti_simbolon783@gmail.com,62881348389,2020-06-21,banned
890,Nando Panjaitan,nando.panjaitan@gmail.com,08591299650,28/02/2024,inactive
891,Linda Permana,linda_permana677@gmail.com,6287765613087,11/10/2022,banned
892,Hadi Sudirman,hadi-sudirman@gmail.com,08568239484,16/06/2018,active
893,Wulan Permana,yogi_ramadhan116@hotmail.com,+628771016831,29-11-18,active
894,Opik Nasution,opiknasution@gmail.com,6281241491507,29/07/2022,banned
895,Chandra Saputra,chandra_saputra@gmail.com,62859440777,2024-09-18,inactive
896,Irwan Rahayu,irwan.rahayu744@ymail.com,+6282225081776,15/07/2018,inactive
897,Nando Setiawan,nando_setiawan960@gmail.com,0852731255,03/12/2019,active
898,Laila Suharto,laila_suharto@gmail.com,62821920613,25/09/2022,inactive
899,Arif Kusuma,arif-kusuma@gmail.com,0881844490,22-11-19,active
900,Hendra Hidayat,hendrahidayat@yahoo.com,+62857373416,11-04-23,active
901,Hadi Hasibuan,hadi.hasibuan@gmail.com,085117982134,2023-10-29,active
902,Jasmine Tarigan,jasmine_tarigan240@gmail.com,62853828560,18/10/2021,inactive
903,selvi rizky,selvi_rizky@yahoo.com,+628127368205,2018-01-10,inactive
904,Hadi Pratama,hadi.pratama645@gmail.com,62851650587,06-03-19,active
905,Laila Sembiring,laila.sembiring@gmail.com,628779089843,28-10-22,banned
906,Fira Mulyadi,fira.mulyadi@gmail.com,085386948424,2024-10-16,actve
907,Opik Purba,opikpurba291@yahoo.com,6288770715238,2022-07-04,active
908,Wulan Saputra,wulan.saputra27@gmail.com,+6281317798768,07-09-19,inactive
909,Prita Purba,prita.purba@yahoo.com,6281285806235,01-08-18,active
910,Dewi Firmansyah,dewi_firmansyah391@hotmail.com,+62889012482,2021-11-04,active
911,Oscar Purnomo,oscar_purnomo@gmail.com,62857328946,29/06/2020,inactive
912,Jasmine Suharto,jasminesuharto701@gmail.com,6285872562926,10/08/2024,banned
913,Maman Nasution,maman-nasution@yahoo.com,088765507846,2024-04-07,active
914,Opik Harahap,opik-harahap845@gmail.com,08529189117,2024-09-19,active
915,Hendra Saputra,hendra.saputra@gmail.com,+628524154715,04/09/2021,active
916,Tari Fauzi,tari.fauzi838@yahoo.com,62885367500,2024-12-17,active
917,Maya Mulyadi,mayamulyadi795@gmail.com,+6287781987809,2019-06-24,active
918,PANJI PANJAITAN,panji-panjaitan@gmail.com,+628876059867,2024-01-17,active
919,Yogi Soebagyo,yogi-soebagyo523@hotmail.com,6285659655942,19/08/2023,active
920,Opik Wibowo,opik_wibowo@gmail.com,0812245393,25/10/2018,active
921,Eko Soekarno,eko.soekarno6@gmail.com,+6281236821444,31-10-23,banned
922,Jihan Sirait,jihan_sirait148@hotmail.com,08787462025,12-10-23,aktive
923,Wati Panjaitan,watipanjaitan@gmail.com,62887231239,10-08-19,active
924,ZaHRA PEraNGin,zahra_perangin@gmail.com,+628814584726,26-09-19,active
925,Bella Hidayat,bella_hidayat@hotmail.com,0877827172,2018-09-17,banned
926,Tari Saputra,tari.saputra@gmail.com,+62851299936,03/12/2019,Aktif
927,Oky Soekarno,okysoekarno656@gmail.com,62887325539,22/01/2024,active
928,Hesti Siregar,hesti_siregar755@gmail.com,08773095449,03-08-23,Active
929,Eko Purnomo,eko_purnomo@yahoo.com,0881205397,2023-11-29,INACTIVE
930,Eko Handoko,eko-handoko@gmail.com,081112560832,04/06/2018,active
931,Gilang Nainggolan,gilang_nainggolan532@gmail.com,6285258523860,15/06/2018,active
932,Winda Siregar,windasiregar835@gmail.com,+628132391029,17-11-19,banned
933,edy firmansyah,edy_firmansyah@gmail.com,62852967139,10/08/2023,banned
934,Eko Hidayat,eko.hidayat@gmail.com,08817201911,2019-04-07,inactive
935,Maya Kusuma,erfan.kartini219@yahoo.com,628122587339,26/05/2020,active
936,Jasmine Saputra,jasminesaputra@yahoo.com,6285712421140,06-04-24,inactive
937,Dian Kusuma,dian-kusuma@yahoo.com,+62877093556,28-09-18,actve
938,Budi Soekarno,budi-soekarno132@gmail.com,08531243658,30-08-21,active
939,Jihan Siregar,jihansiregar@rocketmail.com,0811706159,2019-10-26,active
940,Hesti Nainggolan,hestinainggolan@yahoo.com,+62889632248,2019-03-15,active
941,Vera Soebagyo,verasoebagyo228@gmail.com,0812095679,2023-01-24,inactive
942,zahra perangin,zahra-perangin381@gmail.com,08537124760,29/03/2019,inactive
943,RiNA SudIrMan,rinasudirman@yahoo.com,08591290150,14/03/2023,active
944,Bela Susanto,belasusanto@gmail.com,08125847436,18/12/2019,aktive
945,sari wijaya,sari-wijaya545@yahoo.com,+6287847031805,25-03-20,activee
946,Sari Brahmana,sari_brahmana945@yahoo.com,+62878159183,21-07-19,inactive
947,andi susanto,andi_susanto@gmail.com,+62889110797,30/03/2023,active
948,Rudi Wijaya,rudi.wijaya@hotmail.com,6285605315204,05-11-24,inactive
949,Rudi Soekarno,rudi_soekarno952@yahoo.com,6288231379716,15-04-22,inactive
950,Xena Suharto,xenasuharto@yahoo.com,+628127943325,25/11/2022,active
951,Bela Firmansyah,belafirmansyah626@gmail.com,0856620370,2023-10-13,inactive
952,WATi SuhArto,wati.suharto379@gmail.com,08130889480,17-10-18,inactive
953,Vera Siregar,verasiregar463@yahoo.com,6285378570820,2018-04-16,inactive
954,Ani Manurung,animanurung@gmail.com,+62889496112,2023-09-24,banned
955,Linda Suryadi,linda_suryadi@yahoo.com,6287770409531,25/11/2020,baned
956,KeviN SitoRus,kevin_sitorus595@gmail.com,+6281264966834,2024-11-10,active
957,Panji Batubara,panji_batubara@yahoo.com,+628212259364,01-02-24,active
958,Budi Purba,budi.purba273@yahoo.com,62885906246,19/05/2023,ACTIVE
959,Dian Batubara,dianbatubara@gmail.com,+62813193592,17-04-20,inactive
960,Maya Gunawan,mayagunawan@gmail.com,08568816502,2022-01-15,ACTIVE
961,YOGI NAINGGOLAN,yoginainggolan440@hotmail.com,085244096617,07-06-23,active
962,Chandra Kusuma,chandrakusuma@gmail.com,+62887141746,19/10/2023,acitve
963,Maman Pramono,maman_pramono642@gmail.com,6287889396987,30-06-21,active
964,Ilham Siregar,ilham-siregar349@gmail.com,62812192920,2023-05-11,active
965,imam iskandar,imam_iskandar81@hotmail.com,62812988636,11/07/2021,inactive
966,Fajar Suharto,fajar-suharto@gmail.com,+62811099424,13-12-23,active
967,Joko Rahayu,joko_rahayu699@hotmail.com,628787605642,2018-02-28,active
968,Oky Soebagyo,oky-soebagyo@yahoo.com,+628573389062,2020-09-20,active
969,Laila Sirait,laila.sirait789@gmail.com,62857165995,26/07/2020,active
970,Oky Nugroho,oky.nugroho@ymail.com,+628787462591,18/05/2022,active
971,Bambang Purnomo,bambangpurnomo382@yahoo.com,62877080179,2023-10-16,inactive
972,ZULFA GINTING,zulfa.ginting592@yahoo.com,08562642612,31/03/2019,active
973,Lukman Sinaga,lukman_sinaga@yahoo.com,+6288968078525,20-12-20,active
974,ZAHRA KUSUMA,zahra.kusuma516@gmail.com,+62856064454,2023-03-29,actve
975,Hadi Soebagyo,hadisoebagyo@gmail.com,628818979177,19/06/2022,active
976,Xena Setiadi,xena_setiadi@gmail.com,628872175080,03-10-18,acitve
977,Jihan Hartono,jihan.hartono34@yahoo.com,085888249353,05/06/2021,active
978,maya purba,maya_purba486@yahoo.com,08782444544,18/10/2022,inactive
979,Lukman Kartini,lukmankartini@yahoo.com,62887053912,2024-01-08,inactive
980,Bela Firmansyah,bela_firmansyah824@yahoo.com,62885904579,2019-06-29,active
981,Winda Pramono,winda_pramono@gmail.com,6288764242383,2024-08-23,active
982,Chandra Hartono,chandra.hartono116@gmail.com,+6285132880983,19/11/2019,active
983,ANI KArtiNI,ani_kartini733@gmail.com,0887435614,10-09-18,active
984,Gilang Mulyadi,gilangmulyadi@yahoo.com,+6287823546951,23/05/2018,active
985,Andi Hasibuan,andi.hasibuan4@gmail.com,+628897150066,2022-05-17,active
986,sri setiawan,sri-setiawan@hotmail.com,08530785169,2024-08-19,BANNED
987,pipit simbolon,pipit-simbolon@yahoo.com,+62887482689,01-05-24,inactive
988,Irwan Sirait,irwan.sirait553@yahoo.com,6288591787915,2018-05-06,activee
989,Linda Sitorus,lindasitorus584@gmail.com,0853012657,09-11-23,inactive
990,indah sirait,indahsirait780@gmail.com,08815851777,06-04-21,active
991,Lestari Nainggolan,lestarinainggolan@gmail.com,08892642229,2023-05-10,inactive
992,Linda Setiawan,linda-setiawan739@gmail.com,082154570568,02/06/2019,inactive
993,Hadi Kusuma,hadikusuma@hotmail.com,081363564072,15/05/2020,active
994,Vino Purnomo,vino-purnomo909@gmail.com,08138822473,05/01/2019,inactive
995,Yuni Sirait,yuni-sirait7@gmail.com,085901195092,15/03/2023,banned
996,Sri Harahap,sriharahap762@gmail.com,+6281223007169,09-07-21,active
997,Budi Simbolon,budisimbolon899@yahoo.com,6285843298769,24-03-24,active
998,MURTI LUBIS,murti_lubis@gmail.com,6281382734813,17/10/2018,active
999,Candra Susanto,candra_susanto@gmail.com,+62857574835,2019-09-13,inactive
1000,Rina Tambunan,rina_tambunan40@yahoo.com,088934488384,2019-12-26,activee
