id,nama,email,no_hp,tanggal_daftar,status
669,Candra Setiadi,candra_setiadi@outlook.com,+628587574949,202027-05-18,active
670,chandra mulyadi,chandra-mulyadi731@gmail.com,6285147742229,202012-04-21,active
671,Putri Wijaya,putri.wijaya@gmail.com,+6288586792529,202015-08-23,inactive
672,Hana Sirait,hana.sirait892@gmail.com,+62877153433,202007-09-19,banned
673,Fitri Setiadi,fitrisetiadi@hotmail.com,085906158148,2023-12-31,inactive
674,bambang soekarno,bambang.soekarno251@hotmail.com,0853720948,202010-02-21,Banned
675,Kurnia Fauzi,kurnia.fauzi536@gmail.com,0853997718,202029-07-18,baned
676,Yuni Saputra,yuni_saputra@yahoo.com,6285274909617,2020-03-08,inaactive
677,Opik Permana,bellafirmansyah@hotmail.com,628562587844,2020-12-18,active
678,Dinda Suryadi,dinda_suryadi@yahoo.com,085877221641,202021-12-22,banned
679,Erfan Kartini,erfan.kartini219@yahoo.com,+6285871493925,202003-10-19,BANNED
680,Karim Soeharto,karim.soeharto334@hotmail.com,6287843474524,2021-09-28,active
681,Arif Batubara,arif_batubara6@gmail.com,+6285927403344,202010-03-22,active
682,Oky Soeharto,oky.soeharto@yahoo.com,628811132579,202009-04-23,Inactive
683,Jihan Iskandar,jihan.iskandar287@gmail.com,081254857417,2019-07-05,active
684,Bella Sudirman,bella.sudirman604@yahoo.com,0887735984,2024-03-30,active
685,Andi Kusuma,andi-kusuma981@icloud.com,+62852573755,2020-03-26,aktive
686,Vera Wahyudi,vera.wahyudi123@gmail.com,+62882808509,202026-11-22,inactive
687,Bella Soeharto,bella-soeharto@hotmail.com,0889818281,202008-06-24,banned
688,Kurnia PeRmana,kurniapermana412@gmail.com,62877035624,2020-07-01,banned
689,Bella Tarigan,bella-tarigan@gmail.com,08522108902,202022-01-24,active
690,Bella Soebagyo,bella.soebagyo207@gmail.com,+62856350271,202017-03-22,inactive
691,lukman sirait,lukman.sirait211@yahoo.com,0813898123,202008-05-19,actve
692,Nando Lubis,nando.lubis@yahoo.com,+628828170066,202028-06-22,active
693,Galih Siregar,galih-siregar@hotmail.com,628770450232,202001-05-24,active
694,CHANDRA HIDAYAT,chandrahidayat@hotmail.com,628579626228,2019-09-13,inaactive
695,Indah Panjaitan,indah.panjaitan31@gmail.com,+6287754950050,202012-04-23,actve
696,hadi manurung,hadi.manurung@gmail.com,+62853611776,202008-01-24,active
697,Nando Soekarno,nando_soekarno922@gmail.com,+628879177932,2020-06-17,active
698,Hadi Gunawan,hadi_gunawan@gmail.com,0856457988,202022-06-24,inaktif
699,Fajar Harahap,fajarharahap766@hotmail.com,0852020326,202014-08-21,inactive
700,Wulan Simbolon,wulan_simbolon@yahoo.com,6285671485524,202028-10-21,BANNED
701,Gilang Hasibuan,gilang-hasibuan782@gmail.com,+6287808213711,2024-03-04,active
702,Fajar Soebagyo,fajarsoebagyo@gmail.com,62852303589,2019-09-14,inactive
703,Dian Rahayu,dian.rahayu@gmail.com,082129328963,202014-02-21,inactive
704,Xena Sirait,xena_sirait480@gmail.com,62857148439,202029-08-24,active
705,MURTI KUSUMA,murti.kusuma@hotmail.com,+6287733513426,2019-05-21,actve
706,Kevin Kurniawan,kevin-kurniawan779@gmail.com,6282148197374,2019-05-27,Banned
707,Opik Hasibuan,opik-hasibuan897@gmail.com,+62856769274,2020-07-09,active
708,Sri Fauzi,sri-fauzi248@hotmail.com,+62878144485,2022-09-15,active
709,fani pratama,fani_pratama249@gmail.com,6287841789969,2023-10-27,active
710,Ani BRaHmana,anibrahmana356@yahoo.com,62885660392,2018-04-09,active
711,Doni Mulyadi,doni_mulyadi870@gmail.com,628593470574,202020-10-19,inactive
712,Gilang Setiadi,gilang-setiadi@yahoo.com,08589835411,202022-07-22,banned
713,Zulfa Angin,zulfa-angin877@gmail.com,+628812250139,2021-06-25,banned
714,Hesti Mulyadi,hesti_mulyadi@gmail.com,081396425856,202029-06-19,active
715,Xena Perangin,xena.perangin@gmail.com,6282240733337,202003-06-20,active
716,Xena Hartono,xena_hartono859@gmail.com,6288736289696,2020-12-07,baned
717,Galih Soekarno,galih-soekarno@gmail.com,62859253892,2019-01-31,aktive
718,Vino Tarigan,vino.tarigan738@hotmail.com,62887749079,202029-11-22,banned
719,Prita Setiawan,prita_setiawan@gmail.com,+62822514940,202014-09-24,inactive
720,Lestari Tambunan,lestari-tambunan@yahoo.com,62878895090,2022-01-07,active
721,yuni perangin,yuni.perangin@gmail.com,62851071511,2022-07-11,banned
722,Jihan Soekarno,jihan.soekarno868@gmail.com,08572647124,202003-07-22,active
723,Edy Setiadi,edysetiadi537@gmail.com,6281205120800,202031-08-21,active
724,Dewi Soekarno,dewisoekarno@gmail.com,62882835129,2022-03-13,active
725,Rahmad Ramadhan,rahmad.ramadhan834@gmail.com,6281214415298,202017-11-19,inactive
726,Kurnia Brahmana,kurnia-brahmana961@hotmail.com,628771815352,202007-09-20,active
727,Laila Susanto,laila_susanto@yahoo.com,085899886834,202005-08-21,inactive
728,Sari Mulyadi,sari_mulyadi@yahoo.com,0882587964,202001-08-23,BANNED
729,Rina Sinaga,rinasinaga@hotmail.com,+6281200463580,2022-11-12,inactive
730,Dian Budiman,dianbudiman@gmail.com,+62851513739,202015-11-24,active
731,Imam Handoko,imam-handoko@hotmail.com,+628513560229,2020-10-05,banned
732,Vera Sitorus,vera-sitorus210@gmail.com,628116643749,2018-02-12,banned
733,Karim Susanto,karim.susanto@gmail.com,0882285246,2021-03-12,active
734,Qori Budiman,qoribudiman@gmail.com,62882280771,202002-04-19,active
735,JiHan Purnomo,jihanpurnomo@gmail.com,+62856573066,202020-09-19,inactive
736,Agus Gunawan,agus_gunawan26@gmail.com,08858228501,202024-09-18,inactive
737,Erfan Wijaya,erfan-wijaya@gmail.com,0853609069,202006-05-19,inaktif
738,Rudi Sembiring,mamantambunan837@yahoo.com,628779673794,2021-11-14,inactive
739,Wulan Hidayat,wulan.hidayat148@hotmail.com,628514250642,202024-06-18,inactive
740,Fira Budiman,fira-budiman214@gmail.com,+6288177675556,2019-06-30,inactive
741,Lukman Hartono,lukman.hartono971@yahoo.com,628784362718,202027-01-23,Inactive
742,pipit manurung,pipit.manurung676@yahoo.com,+628510369249,2019-10-01,inactive
743,Jasmine Soeharto,jasmine-soeharto@hotmail.com,08829980111,202029-03-18,active
744,Candra BudimaN,candra.budiman@gmail.com,+6282196288743,2019-04-10,active
745,Rahmad Suharto,rahmad_suharto485@yahoo.com,081157992707,202010-05-24,active
746,bambang panjaitan,bambang-panjaitan694@gmail.com,085254159709,202014-08-24,active
747,Galih Budiman,galihbudiman502@gmail.com,085344765047,202025-11-18,inactive
748,Rudi Kusuma,rudikusuma@gmail.com,+628526604655,202001-10-23,inactive
749,Dinda Kusuma,dinda.kusuma501@gmail.com,088115810213,202001-11-18,active
750,Agus Hidayat,agushidayat@gmail.com,6281159129751,202014-11-24,active
751,Lestari Saputra,lestari.saputra@gmail.com,+62853016583,202004-05-23,aktive
752,Zulfa Brahmana,zulfabrahmana@yahoo.com,0813342893,2019-05-23,inaktif
753,Yuni Saputra,yuni.saputra167@hotmail.com,6285768436453,202014-12-23,banned
754,Oscar Mulyadi,oscarmulyadi506@hotmail.com,0878701595,2024-10-16,active
755,Ilham Wahyudi,ilham-wahyudi761@gmail.com,+628575833920,202016-12-21,inactive
756,Ulfa Harahap,ulfa_harahap475@yahoo.com,082266025626,202006-02-22,inactive
757,Joko Hidayat,jokohidayat17@yahoo.com,08563076248,202011-02-21,active
758,Yunus Brahmana,yunus.brahmana@gmail.com,08137942387,202005-06-20,inactive
759,Siti Siregar,siti-siregar701@yahoo.com,082245525971,202014-03-18,active
760,Nisa Hartono,nisa.hartono932@hotmail.com,+6285659532593,2024-08-25,active
761,Rosi Nainggolan,rosi-nainggolan@gmail.com,0858877941,202016-01-23,Inactive
762,Kurnia Soeharto,kurnia-soeharto@yahoo.com,085305597824,202003-08-21,active
763,Nando Tarigan,nando.tarigan@gmail.com,6281238843660,202006-05-21,active
764,hadi mulyadi,hadi_mulyadi81@yahoo.com,088168297514,202011-02-23,active
765,Nando Hasibuan,nando-hasibuan@gmail.com,085875256806,202019-08-21,active
766,Bella Perangin,nanda-ramadhan@yahoo.com,+6288908027112,202013-09-19,inactive
767,Irwan Ramadhan,irwan-ramadhan@gmail.com,+628136808662,202024-02-24,active
768,SeLVi NUgROHO,selvi.nugroho513@gmail.com,+62877847068,202006-10-18,active
769,Linda Susanto,lindasusanto@yahoo.com,+62885632809,202026-02-21,inactive
770,Hana Purba,hana-purba@gmail.com,+62877470798,202020-07-22,active
771,Eko Susanto,eko.susanto205@hotmail.com,6285245703943,202025-09-23,active
772,Siti Handoko,siti.handoko512@hotmail.com,+628819277894,202014-10-20,banned
773,Maya Santoso,mayasantoso970@gmail.com,+628819210533,2022-09-30,active
774,Yuni Suryadi,irwanhartono419@hotmail.com,0857473107,202017-12-19,active
775,Sri Fauzi,sri-fauzi@hotmail.com,62882231660,202002-06-18,inactive
776,Ulfa Manurung,hadi.hartono@gmail.com,628134734043,2020-08-19,inactive
777,budi setiadi,budi_setiadi573@gmail.com,628125195778,202003-11-19,banned
778,Hana Fauzi,hana-fauzi@yahoo.com,+628595427865,202004-11-22,banned
779,Oscar Kusuma,oscar_kusuma@gmail.com,+6288529582923,202012-06-22,inactive
780,Eko Purba,ekopurba@hotmail.com,08581558686,2020-06-16,active
781,Murti Iskandar,murti_iskandar@hotmail.com,0885721436,202025-05-21,inactive
782,Doni Kartini,hadinainggolan@gmail.com,0852114716,2022-01-04,inactive
783,Siti Iskandar,siti-iskandar214@gmail.com,628899907075,202010-12-21,active
784,Vino Soebagyo,vinosoebagyo433@hotmail.com,+628110717481,202006-12-18,INACTIVE
785,Doni Hasibuan,doni_hasibuan36@gmail.com,62881961029,2018-04-26,inactive
786,Agus Purba,agus_purba@gmail.com,6282187274204,202028-09-24,inactive
787,Eko Kurniawan,eko.kurniawan494@gmail.com,087726042359,202014-07-23,Active
788,Rahmad Soekarno,rahmadsoekarno@gmail.com,62889775608,2022-02-17,inactive
789,Maya Manurung,maya_manurung@gmail.com,+628596832102,2018-12-20,active
790,Sari Batubara,sari-batubara@hotmail.com,08891803324,2019-06-30,banned
791,Karim Santoso,karimsantoso116@yahoo.com,628112537337,202014-05-23,active
792,Doni Purnomo,donipurnomo@yahoo.com,08138192365,202012-07-20,inactive
793,Rina Permana,rina_permana@hotmail.com,628597932798,2022-07-24,ACTIVE
794,Irwan Hartono,irwanhartono@gmail.com,0887205464,2023-03-18,inaactive
795,Dinda Siregar,dinda-siregar876@yahoo.com,+6287798999275,2019-01-08,inactive
796,Dinda Tarigan,dinda-tarigan645@gmail.com,+62885553935,202008-06-21,active
797,Chandra Kurniawan,chandra_kurniawan@icloud.com,6282243588537,2024-07-10,active
798,Fitri Fauzi,fitri.fauzi211@gmail.com,628823674978,202030-10-21,active
799,Nando Setiawan,nando_setiawan@gmail.com,+628828948963,202024-12-20,inactive
800,YunUS BrAHMaNA,yunus_brahmana@hotmail.com,62812159446,202012-09-20,active
801,Pipit Brahmana,pipit-brahmana@gmail.com,088753263890,202019-10-19,inactive
802,Opik Suryadi,opik.suryadi866@gmail.com,088122341034,2022-11-18,banned
803,Jihan Batubara,jihanbatubara419@yahoo.com,087760843768,202003-11-21,active
804,Zulfa Purba,zulfa.purba@hotmail.com,0877633556,202027-01-21,Active
805,Xena Gunawan,xenagunawan@hotmail.com,628130695560,202004-07-23,INACTIVE
806,SELvi SItorus,selvi-sitorus@gmail.com,62851980418,202011-11-20,active
807,Xena Hidayat,xena.hidayat235@gmail.com,0885319092,2021-03-26,inactive
808,Oky Nugroho,oky.nugroho@gmail.com,0856817852,2019-09-18,active
809,rosi soeharto,rosi-soeharto@yahoo.com,628122207223,202030-10-24,inactive
810,Winda Hasibuan,windahasibuan@gmail.com,62812620478,2023-06-30,ACTIVE
811,Karim Ginting,karim_ginting986@yahoo.com,628778628720,202027-04-20,banned
812,Hana Pramono,hana_pramono392@gmail.com,+628117303627,2024-08-15,active
813,Yogi Tambunan,nando-setiadi766@gmail.com,+628566775372,202031-08-22,active
814,Hadi Angin,hadiangin359@gmail.com,62878945887,202015-06-18,active
815,Fani Nasution,fani.nasution@gmail.com,628870083850,202011-01-23,active
816,Opik Hasibuan,opik-hasibuan@yahoo.com,+6287808981265,2022-12-07,INACTIVE
817,PANJI HIDAYAT,panjihidayat632@gmail.com,+62853040236,202020-05-24,inactive
818,Nurul Sitorus,nurul.sitorus@gmail.com,085671372711,202026-02-23,banned
819,Hana Budiman,hana-budiman647@yahoo.com,088949330674,2021-09-06,active
820,Zulfa Fauzi,nandapanjaitan626@gmail.com,+62856283337,202020-09-19,banned
821,Fira Purba,fira_purba581@gmail.com,0853971506,202021-07-22,active
822,Nisa Simbolon,nisa-simbolon122@gmail.com,+628829366343,202005-11-24,active
823,Irwan Brahmana,irwanbrahmana@gmail.com,62811867120,202009-01-18,active
824,Rudi Kusuma,rudi-kusuma@gmail.com,08571091090,202027-02-20,inactive
825,Yunus Suharto,yunussuharto852@gmail.com,088142817934,202012-05-18,active
826,Irwan Iskandar,irwan-iskandar301@gmail.com,085753372201,2018-08-29,active
827,Hadi Suharto,hadisuharto290@hotmail.com,+62889766189,2021-05-24,active
828,vino setiadi,vino.setiadi@gmail.com,08562776572,2021-09-01,aktive
829,Oky Firmansyah,oky.firmansyah@gmail.com,+628135202389,202022-07-23,active
830,indah manurung,opikperangin@gmail.com,6285855017833,202029-08-19,banned
831,Adit Suryadi,adit.suryadi@yahoo.com,6288948704506,2024-08-10,baned
832,Agus Simbolon,agus_simbolon@gmail.com,628534403946,202022-12-20,inactive
833,Putri Susanto,putri.susanto@yahoo.com,08138860849,202029-07-18,inactive
834,Tari Tarigan,taritarigan@gmail.com,62858830615,202002-10-20,active
835,Doni Kusuma,doni.kusuma674@hotmail.com,+62878632514,2021-06-21,banned
836,gilang angin,gilangangin@gmail.com,0856175188,2023-03-21,active
837,Wulan Firmansyah,wulan-firmansyah@gmail.com,0877840911,202027-10-19,active
838,Irwan Sinaga,irwan_sinaga947@gmail.com,+628771863239,2023-06-04,Banned
839,Agus Rizky,agus_rizky571@gmail.com,+62859007309,202026-12-21,banned
840,Hana Setiadi,hanasetiadi993@yahoo.com,0822988192,202024-04-23,inactive
841,Gilang Fauzi,gilangfauzi806@gmail.com,+628874010424,202004-04-22,active
842,Dinda Budiman,dinda-budiman77@gmail.com,628570045212,2023-11-21,banned
843,Doni PanJAitan,doni-panjaitan929@gmail.com,+628126154021,2019-01-22,active
844,maya simbolon,maya_simbolon@gmail.com,088931522910,202011-04-23,Aktif
845,Fajar Nugroho,fajar.nugroho@hotmail.com,6285637830639,202011-05-22,inactive
846,XENA LUBIS,xena_lubis933@gmail.com,082164970169,2020-02-23,active
847,Fajar Sembiring,fajarsembiring@gmail.com,62812301623,202006-02-21,inactive
848,Budi Setiadi,budisetiadi@gmail.com,0881215566,2023-10-27,active
849,Rahmad Firmansyah,rahmad.firmansyah399@gmail.com,628537460406,202014-03-23,active
850,Rina Rizky,rina_rizky114@gmail.com,+62856607819,202005-02-23,active
851,Maman Batubara,maman_batubara987@gmail.com,0882720376,2020-06-15,inactive
852,Hadi Wibowo,hadi-wibowo@gmail.com,628856019134,202029-10-20,ACTIVE
853,Hesti Budiman,hesti.budiman643@yahoo.com,0822586950,202025-05-23,active
854,Maya Fauzi,maya-fauzi713@yahoo.com,087799951679,202014-03-20,active
855,Ani Budiman,ani.budiman546@yahoo.com,087801192360,202019-04-20,inactive
856,ErfaN RIZKy,erfan-rizky659@gmail.com,0858911498,202014-09-20,inactive
857,Winda Tarigan,windatarigan949@gmail.com,+62858189394,202001-01-18,banned
858,Edy Lubis,edy.lubis@hotmail.com,6281143223023,202006-05-20,active
859,xena hasibuan,xena.hasibuan@hotmail.com,628524621276,202001-02-18,active
860,Rudi Tarigan,rudi_tarigan@ymail.com,0852261632,2020-12-26,inactive
861,Hesti Kurniawan,hesti-kurniawan908@gmail.com,6288793762974,202017-07-21,banned
862,Tari Fauzi,tari.fauzi416@gmail.com,62881912038,2019-04-09,inactive
863,Karim Setiadi,karim.setiadi@yahoo.com,0822089813,2024-01-17,active
864,Dinda Sinaga,dinda-sinaga@gmail.com,08783231829,202017-12-22,inactive
865,Fira Pratama,fira.pratama698@gmail.com,0812000152,202027-07-24,active
866,Kurnia Simbolon,kurnia-simbolon@hotmail.com,08596184442,2018-12-15,active
867,Mira Firmansyah,mira_firmansyah@gmail.com,085790567086,202030-03-23,active
868,mira rahayu,mira.rahayu387@hotmail.com,+628138482669,202019-05-19,inactive
869,Nurul Soekarno,nurul-soekarno@gmail.com,+6285160807063,202011-09-20,banned
870,Opik Ginting,opikginting@gmail.com,08120164818,2023-12-08,active
871,Vera Angin,vera.angin561@yahoo.com,0885638164,202019-09-20,banned
872,Agus Hidayat,agus-hidayat@yahoo.com,628574203625,202005-12-23,active
873,Maya Siregar,maya_siregar@gmail.com,+62877554026,2020-07-27,banned
874,Hana Nasution,hana.nasution@hotmail.com,08824644898,202001-09-23,BANNED
875,MAman FaUzi,maman-fauzi39@hotmail.com,628123333538,2020-11-21,active
876,Fitri Tambunan,fitritambunan@hotmail.com,6288171809339,2019-01-10,banned
877,Sari Nainggolan,sari-nainggolan@gmail.com,0813987561,2023-03-07,inactive
878,Gilang Fauzi,gilangfauzi@gmail.com,081115618298,202023-02-18,banned
879,Imam Nasution,imam-nasution747@yahoo.com,0878936595,202003-07-19,active
880,ZAhrA BRahmana,zahra.brahmana@yahoo.com,62885137455,202010-09-22,active
881,Oscar Susanto,oscar-susanto134@rocketmail.com,085905376660,2023-10-29,active
882,EKO RIZKY,ekorizky@gmail.com,0885566910,202002-05-22,banned
883,Tono Setiawan,tonosetiawan@icloud.com,08565068826,202001-06-24,inactive
884,Yunus Sitorus,yunus.sitorus@yahoo.com,+6285701348087,202005-03-20,active
885,Nanda Simbolon,nanda.simbolon@gmail.com,085910157090,202010-09-23,inactive
886,kevin ramadhan,kevin.ramadhan@hotmail.com,+6285626999699,2022-03-20,active
887,Gilang Setiadi,gilang_setiadi92@gmail.com,6285969325914,2018-03-29,active
888,Ilham Perangin,ilham.perangin@gmail.com,08532669806,2024-12-23,active
889,Hesti Simbolon,hesti_simbolon783@gmail.com,62881348389,202021-06-20,banned
890,Nando Panjaitan,nando.panjaitan@gmail.com,08591299650,202028-02-24,inactive
891,Linda Permana,linda_permana677@gmail.com,6287765613087,202011-10-22,banned
892,Hadi Sudirman,hadi-sudirman@gmail.com,08568239484,202016-06-18,active
893,Wulan Permana,yogi_ramadhan116@hotmail.com,+628771016831,2018-11-29,active
894,Opik Nasution,opiknasution@gmail.com,6281241491507,202029-07-22,banned
895,Chandra Saputra,chandra_saputra@gmail.com,62859440777,202018-09-24,inactive
896,Irwan Rahayu,irwan.rahayu744@ymail.com,+6282225081776,202015-07-18,inactive
897,Nando Setiawan,nando_setiawan960@gmail.com,0852731255,202003-12-19,active
898,Laila Suharto,laila_suharto@gmail.com,62821920613,202025-09-22,inactive
899,Arif Kusuma,arif-kusuma@gmail.com,0881844490,2019-11-22,active
900,Hendra Hidayat,hendrahidayat@yahoo.com,+62857373416,2023-04-11,active
901,Hadi Hasibuan,hadi.hasibuan@gmail.com,085117982134,202029-10-23,active
902,Jasmine Tarigan,jasmine_tarigan240@gmail.com,62853828560,202018-10-21,inactive
903,selvi rizky,selvi_rizky@yahoo.com,+628127368205,202010-01-18,inactive
904,Hadi Pratama,hadi.pratama645@gmail.com,62851650587,2019-03-06,active
905,Laila Sembiring,laila.sembiring@gmail.com,628779089843,2022-10-28,banned
906,Fira Mulyadi,fira.mulyadi@gmail.com,085386948424,202016-10-24,actve
907,Opik Purba,opikpurba291@yahoo.com,6288770715238,202004-07-22,active
908,Wulan Saputra,wulan.saputra27@gmail.com,+6281317798768,2019-09-07,inactive
909,Prita Purba,prita.purba@yahoo.com,6281285806235,2018-08-01,active
910,Dewi Firmansyah,dewi_firmansyah391@hotmail.com,+62889012482,202004-11-21,active
911,Oscar Purnomo,oscar_purnomo@gmail.com,62857328946,202029-06-20,inactive
912,Jasmine Suharto,jasminesuharto701@gmail.com,6285872562926,202010-08-24,banned
913,Maman Nasution,maman-nasution@yahoo.com,088765507846,202007-04-24,active
914,Opik Harahap,opik-harahap845@gmail.com,08529189117,202019-09-24,active
915,Hendra Saputra,hendra.saputra@gmail.com,+628524154715,202004-09-21,active
916,Tari Fauzi,tari.fauzi838@yahoo.com,62885367500,202017-12-24,active
917,Maya Mulyadi,mayamulyadi795@gmail.com,+6287781987809,202024-06-19,active
918,PANJI PANJAITAN,panji-panjaitan@gmail.com,+628876059867,202017-01-24,active
919,Yogi Soebagyo,yogi-soebagyo523@hotmail.com,6285659655942,202019-08-23,active
920,Opik Wibowo,opik_wibowo@gmail.com,0812245393,202025-10-18,active
921,Eko Soekarno,eko.soekarno6@gmail.com,+6281236821444,2023-10-31,banned
922,Jihan Sirait,jihan_sirait148@hotmail.com,08787462025,2023-10-12,aktive
923,Wati Panjaitan,watipanjaitan@gmail.com,62887231239,2019-08-10,active
924,ZaHRA PEraNGin,zahra_perangin@gmail.com,+628814584726,2019-09-26,active
925,Bella Hidayat,bella_hidayat@hotmail.com,0877827172,202017-09-18,banned
926,Tari Saputra,tari.saputra@gmail.com,+62851299936,202003-12-19,Aktif
927,Oky Soekarno,okysoekarno656@gmail.com,62887325539,202022-01-24,active
928,Hesti Siregar,hesti_siregar755@gmail.com,08773095449,2023-08-03,Active
929,Eko Purnomo,eko_purnomo@yahoo.com,0881205397,202029-11-23,INACTIVE
930,Eko Handoko,eko-handoko@gmail.com,081112560832,202004-06-18,active
931,Gilang Nainggolan,gilang_nainggolan532@gmail.com,6285258523860,202015-06-18,active
932,Winda Siregar,windasiregar835@gmail.com,+628132391029,2019-11-17,banned
933,edy firmansyah,edy_firmansyah@gmail.com,62852967139,202010-08-23,banned
934,Eko Hidayat,eko.hidayat@gmail.com,08817201911,202007-04-19,inactive
935,Maya Kusuma,erfan.kartini219@yahoo.com,628122587339,202026-05-20,active
936,Jasmine Saputra,jasminesaputra@yahoo.com,6285712421140,2024-04-06,inactive
937,Dian Kusuma,dian-kusuma@yahoo.com,+62877093556,2018-09-28,actve
938,Budi Soekarno,budi-soekarno132@gmail.com,08531243658,2021-08-30,active
939,Jihan Siregar,jihansiregar@rocketmail.com,0811706159,202026-10-19,active
940,Hesti Nainggolan,hestinainggolan@yahoo.com,+62889632248,202015-03-19,active
941,Vera Soebagyo,verasoebagyo228@gmail.com,0812095679,202024-01-23,inactive
942,zahra perangin,zahra-perangin381@gmail.com,08537124760,202029-03-19,inactive
943,RiNA SudIrMan,rinasudirman@yahoo.com,08591290150,202014-03-23,active
944,Bela Susanto,belasusanto@gmail.com,08125847436,202018-12-19,aktive
945,sari wijaya,sari-wijaya545@yahoo.com,+6287847031805,2020-03-25,activee
946,Sari Brahmana,sari_brahmana945@yahoo.com,+62878159183,2019-07-21,inactive
947,andi susanto,andi_susanto@gmail.com,+62889110797,202030-03-23,active
948,Rudi Wijaya,rudi.wijaya@hotmail.com,6285605315204,2024-11-05,inactive
949,Rudi Soekarno,rudi_soekarno952@yahoo.com,6288231379716,2022-04-15,inactive
950,Xena Suharto,xenasuharto@yahoo.com,+628127943325,202025-11-22,active
951,Bela Firmansyah,belafirmansyah626@gmail.com,0856620370,202013-10-23,inactive
952,WATi SuhArto,wati.suharto379@gmail.com,08130889480,2018-10-17,inactive
953,Vera Siregar,verasiregar463@yahoo.com,6285378570820,202016-04-18,inactive
954,Ani Manurung,animanurung@gmail.com,+62889496112,202024-09-23,banned
955,Linda Suryadi,linda_suryadi@yahoo.com,6287770409531,202025-11-20,baned
956,KeviN SitoRus,kevin_sitorus595@gmail.com,+6281264966834,202010-11-24,active
957,Panji Batubara,panji_batubara@yahoo.com,+628212259364,2024-02-01,active
958,Budi Purba,budi.purba273@yahoo.com,62885906246,202019-05-23,ACTIVE
959,Dian Batubara,dianbatubara@gmail.com,+62813193592,2020-04-17,inactive
960,Maya Gunawan,mayagunawan@gmail.com,08568816502,202015-01-22,ACTIVE
961,YOGI NAINGGOLAN,yoginainggolan440@hotmail.com,085244096617,2023-06-07,active
962,Chandra Kusuma,chandrakusuma@gmail.com,+62887141746,202019-10-23,acitve
963,Maman Pramono,maman_pramono642@gmail.com,6287889396987,2021-06-30,active
964,Ilham Siregar,ilham-siregar349@gmail.com,62812192920,202011-05-23,active
965,imam iskandar,imam_iskandar81@hotmail.com,62812988636,202011-07-21,inactive
966,Fajar Suharto,fajar-suharto@gmail.com,+62811099424,2023-12-13,active
967,Joko Rahayu,joko_rahayu699@hotmail.com,628787605642,202028-02-18,active
968,Oky Soebagyo,oky-soebagyo@yahoo.com,+628573389062,202020-09-20,active
969,Laila Sirait,laila.sirait789@gmail.com,62857165995,202026-07-20,active
970,Oky Nugroho,oky.nugroho@ymail.com,+628787462591,202018-05-22,active
971,Bambang Purnomo,bambangpurnomo382@yahoo.com,62877080179,202016-10-23,inactive
972,ZULFA GINTING,zulfa.ginting592@yahoo.com,08562642612,202031-03-19,active
973,Lukman Sinaga,lukman_sinaga@yahoo.com,+6288968078525,2020-12-20,active
974,ZAHRA KUSUMA,zahra.kusuma516@gmail.com,+62856064454,202029-03-23,actve
975,Hadi Soebagyo,hadisoebagyo@gmail.com,628818979177,202019-06-22,active
976,Xena Setiadi,xena_setiadi@gmail.com,628872175080,2018-10-03,acitve
977,Jihan Hartono,jihan.hartono34@yahoo.com,085888249353,202005-06-21,active
978,maya purba,maya_purba486@yahoo.com,08782444544,202018-10-22,inactive
979,Lukman Kartini,lukmankartini@yahoo.com,62887053912,202008-01-24,inactive
980,Bela Firmansyah,bela_firmansyah824@yahoo.com,62885904579,202029-06-19,active
981,Winda Pramono,winda_pramono@gmail.com,6288764242383,202023-08-24,active
982,Chandra Hartono,chandra.hartono116@gmail.com,+6285132880983,202019-11-19,active
983,ANI KArtiNI,ani_kartini733@gmail.com,0887435614,2018-09-10,active
984,Gilang Mulyadi,gilangmulyadi@yahoo.com,+6287823546951,202023-05-18,active
985,Andi Hasibuan,andi.hasibuan4@gmail.com,+628897150066,202017-05-22,active
986,sri setiawan,sri-setiawan@hotmail.com,08530785169,202019-08-24,BANNED
987,pipit simbolon,pipit-simbolon@yahoo.com,+62887482689,2024-05-01,inactive
988,Irwan Sirait,irwan.sirait553@yahoo.com,6288591787915,202006-05-18,activee
989,Linda Sitorus,lindasitorus584@gmail.com,0853012657,2023-11-09,inactive
990,indah sirait,indahsirait780@gmail.com,08815851777,2021-04-06,active
991,Lestari Nainggolan,lestarinainggolan@gmail.com,08892642229,202010-05-23,inactive
992,Linda Setiawan,linda-setiawan739@gmail.com,082154570568,202002-06-19,inactive
993,Hadi Kusuma,hadikusuma@hotmail.com,081363564072,202015-05-20,active
994,Vino Purnomo,vino-purnomo909@gmail.com,08138822473,202005-01-19,inactive
995,Yuni Sirait,yuni-sirait7@gmail.com,085901195092,202015-03-23,banned
996,Sri Harahap,sriharahap762@gmail.com,+6281223007169,2021-07-09,active
997,Budi Simbolon,budisimbolon899@yahoo.com,6285843298769,2024-03-24,active
998,MURTI LUBIS,murti_lubis@gmail.com,6281382734813,202017-10-18,active
999,Candra Susanto,candra_susanto@gmail.com,+62857574835,202013-09-19,inactive
1000,Rina Tambunan,rina_tambunan40@yahoo.com,088934488384,202026-12-19,activee
